objectid,parentid,anthology,title,creator,date,subject,startpage,genre,publisher,display_template,object_location,image_small,image_thumb,location,latitude,longitude,authorbio,authorborn
blacklesbianauthor014,anthology005,Afrekete: An Anthology of Black Lesbian Writing,Dare,Melanie Hope,1994,,255,essay,,image/jpeg,/objects/blacklesbianauthor014.jpeg,/objects/small/blacklesbianauthor014_sm.jpeg,/objects/thumbs/blacklesbianauthor014_th.jpeg,,,,,
blacklesbianauthor015,anthology005,Afrekete: An Anthology of Black Lesbian Writing,Screen Memory,Michelle Cliff,1990,,195,short story,,image/jpeg,/objects/blacklesbianauthor015.jpeg,/objects/small/blacklesbianauthor015_sm.jpeg,/objects/thumbs/blacklesbianauthor015_th.jpeg,,,,,
blacklesbianauthor016,anthology005,Afrekete: An Anthology of Black Lesbian Writing,Odds and Ends,Michelle Parkerson,1983,,89,fable,,image/jpeg,/objects/blacklesbianauthor016.jpeg,/objects/small/blacklesbianauthor016_sm.jpeg,/objects/thumbs/blacklesbianauthor016_th.jpeg,,,,,
blacklesbianauthor017,anthology005,Afrekete: An Anthology of Black Lesbian Writing,American Dream,Sapphire,1994,,19,poem,,image/jpeg,/objects/blacklesbianauthor017.jpeg,/objects/small/blacklesbianauthor017_sm.jpeg,/objects/thumbs/blacklesbianauthor017_th.jpeg,,,,,
blacklesbianauthor018,anthology005,Afrekete: An Anthology of Black Lesbian Writing,Take Care,Sharee Nash,1994,,271,essay,,image/jpeg,/objects/blacklesbianauthor018.jpeg,/objects/small/blacklesbianauthor018_sm.jpeg,/objects/thumbs/blacklesbianauthor018_th.jpeg,,,,,
blacklesbianauthor215,anthology005,Afrekete: An Anthology of Black Lesbian Writing,Tar Beach,Audre Lorde,1979,,1,short story,,image/jpeg,/objects/blacklesbianauthor215.jpeg,/objects/small/blacklesbianauthor215_sm.jpeg,/objects/thumbs/blacklesbianauthor215_th.jpeg,,,,,
blacklesbianauthor217,anthology005,Afrekete: An Anthology of Black Lesbian Writing,Where Will You Be?,Pat Parker,1978,,189,poem,,image/jpeg,/objects/blacklesbianauthor217.jpeg,/objects/small/blacklesbianauthor217_sm.jpeg,/objects/thumbs/blacklesbianauthor217_th.jpeg,,,,,
blacklesbianauthor153,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,"Leaving Home, Coming Home",Anette Clough,1991,,8,essay,,image/jpeg,/objects/blacklesbianauthor153.jpeg,/objects/small/blacklesbianauthor153_sm.jpeg,/objects/thumbs/blacklesbianauthor153_th.jpeg,,,,,
blacklesbianauthor154,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,I Am Your Sister: Black Women Organizing Across Sexualities,Audre Lorde,1985,,94,essay,,image/jpeg,/objects/blacklesbianauthor154.jpeg,/objects/small/blacklesbianauthor154_sm.jpeg,/objects/thumbs/blacklesbianauthor154_th.jpeg,,,,,
blacklesbianauthor155,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,The Window,Carol Camper,1991,,79,essay,,image/jpeg,/objects/blacklesbianauthor155.jpeg,/objects/small/blacklesbianauthor155_sm.jpeg,/objects/thumbs/blacklesbianauthor155_th.jpeg,,,,,
blacklesbianauthor156,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Gaia,Carol Camper,1991,,326,poem,,image/jpeg,/objects/blacklesbianauthor156.jpeg,/objects/small/blacklesbianauthor156_sm.jpeg,/objects/thumbs/blacklesbianauthor156_th.jpeg,,,,,
blacklesbianauthor157,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Untitled,Carol Camper,1991,,328,poem,,image/jpeg,/objects/blacklesbianauthor157.jpeg,/objects/small/blacklesbianauthor157_sm.jpeg,/objects/thumbs/blacklesbianauthor157_th.jpeg,,,,,
blacklesbianauthor158,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,"Saying the Least Said, Telling the Least Told: The Voices of Black Lesbian Writers",Cheryl Clarke,1990,,171,essay,,image/jpeg,/objects/blacklesbianauthor158.jpeg,/objects/small/blacklesbianauthor158_sm.jpeg,/objects/thumbs/blacklesbianauthor158_th.jpeg,,,,,
blacklesbianauthor159,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Living as a lesbian on the make,Cheryl Clarke,1986,,335,poem,,image/jpeg,/objects/blacklesbianauthor159.jpeg,/objects/small/blacklesbianauthor159_sm.jpeg,/objects/thumbs/blacklesbianauthor159_th.jpeg,,,,,
blacklesbianauthor160,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Great Expectations,Cheryl Clarke,1986,,376,poem,,image/jpeg,/objects/blacklesbianauthor160.jpeg,/objects/small/blacklesbianauthor160_sm.jpeg,/objects/thumbs/blacklesbianauthor160_th.jpeg,,,,,
blacklesbianauthor161,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Reaching Across the Void,Christina Springer,1991,,11,poem,,image/jpeg,/objects/blacklesbianauthor161.jpeg,/objects/small/blacklesbianauthor161_sm.jpeg,/objects/thumbs/blacklesbianauthor161_th.jpeg,,,,,
blacklesbianauthor162,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Ancestor Song,Christina Springer,1991,,139,poem,,image/jpeg,/objects/blacklesbianauthor162.jpeg,/objects/small/blacklesbianauthor162_sm.jpeg,/objects/thumbs/blacklesbianauthor162_th.jpeg,,,,,
blacklesbianauthor163,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Alana,Christina Springer,1991,,256,poem,,image/jpeg,/objects/blacklesbianauthor163.jpeg,/objects/small/blacklesbianauthor163_sm.jpeg,/objects/thumbs/blacklesbianauthor163_th.jpeg,,,,,
blacklesbianauthor164,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,A Black Girl Thing,Christina Springer,1991,,38,poem,,image/jpeg,/objects/blacklesbianauthor164.jpeg,/objects/small/blacklesbianauthor164_sm.jpeg,/objects/thumbs/blacklesbianauthor164_th.jpeg,,,,,
blacklesbianauthor165,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,A Time,Debbie Douglas,1991,,119,short story,,image/jpeg,/objects/blacklesbianauthor165.jpeg,/objects/small/blacklesbianauthor165_sm.jpeg,/objects/thumbs/blacklesbianauthor165_th.jpeg,,,,,
blacklesbianauthor166,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Hard Against the Soul,Dionne Brand,1990,,58,poem,,image/jpeg,/objects/blacklesbianauthor166.jpeg,/objects/small/blacklesbianauthor166_sm.jpeg,/objects/thumbs/blacklesbianauthor166_th.jpeg,,,,,
blacklesbianauthor167,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Tell Me,Donayle L. Hammond,1991,,329,poem,,image/jpeg,/objects/blacklesbianauthor167.jpeg,/objects/small/blacklesbianauthor167_sm.jpeg,/objects/thumbs/blacklesbianauthor167_th.jpeg,,,,,
blacklesbianauthor168,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Issada,Doris L. Harris,1991,,70,poem,,image/jpeg,/objects/blacklesbianauthor168.jpeg,/objects/small/blacklesbianauthor168_sm.jpeg,/objects/thumbs/blacklesbianauthor168_th.jpeg,,,,,
blacklesbianauthor169,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Image,Doris L. Harris,1991,,243,poem,,image/jpeg,/objects/blacklesbianauthor169.jpeg,/objects/small/blacklesbianauthor169_sm.jpeg,/objects/thumbs/blacklesbianauthor169_th.jpeg,,,,,
blacklesbianauthor170,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Goodbye,Doris L. Harris,1991,,248,poem,,image/jpeg,/objects/blacklesbianauthor170.jpeg,/objects/small/blacklesbianauthor170_sm.jpeg,/objects/thumbs/blacklesbianauthor170_th.jpeg,,,,,
blacklesbianauthor171,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Untitled,Heather D. Clark,1991,,369,poem,,image/jpeg,/objects/blacklesbianauthor171.jpeg,/objects/small/blacklesbianauthor171_sm.jpeg,/objects/thumbs/blacklesbianauthor171_th.jpeg,,,,,
blacklesbianauthor172,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Taking the Home out of Homophobia: Black Lesbian Health,Jewelle Gomez; Barbara Smith,1990,,40,conversation,,image/jpeg,/objects/blacklesbianauthor172.jpeg,/objects/small/blacklesbianauthor172_sm.jpeg,/objects/thumbs/blacklesbianauthor172_th.jpeg,,,,,
blacklesbianauthor173,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Dear Sisters,Judy Nicholson,1991,,106,letter,,image/jpeg,/objects/blacklesbianauthor173.jpeg,/objects/small/blacklesbianauthor173_sm.jpeg,/objects/thumbs/blacklesbianauthor173_th.jpeg,,,,,
blacklesbianauthor174,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,From Space to Page,Judy Nicholson,1991,,222,poem,,image/jpeg,/objects/blacklesbianauthor174.jpeg,/objects/small/blacklesbianauthor174_sm.jpeg,/objects/thumbs/blacklesbianauthor174_th.jpeg,,,,,
blacklesbianauthor175,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Until You Said,Judy Nicholson,1991,,274,poem,,image/jpeg,/objects/blacklesbianauthor175.jpeg,/objects/small/blacklesbianauthor175_sm.jpeg,/objects/thumbs/blacklesbianauthor175_th.jpeg,,,,,
blacklesbianauthor176,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Lesbians Get A.I.D.S.,Karen Augustine,1991,,266,poem,,image/jpeg,/objects/blacklesbianauthor176.jpeg,/objects/small/blacklesbianauthor176_sm.jpeg,/objects/thumbs/blacklesbianauthor176_th.jpeg,,,,,
blacklesbianauthor177,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,JOE/Rape Poem,Karen Augustine,1991,,365,poem,,image/jpeg,/objects/blacklesbianauthor177.jpeg,/objects/small/blacklesbianauthor177_sm.jpeg,/objects/thumbs/blacklesbianauthor177_th.jpeg,,,,,
blacklesbianauthor178,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,I Too Like to Eat Out,Laura Irene Wayne,1991,,310,poem,,image/jpeg,/objects/blacklesbianauthor178.jpeg,/objects/small/blacklesbianauthor178_sm.jpeg,/objects/thumbs/blacklesbianauthor178_th.jpeg,,,,,
blacklesbianauthor179,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Casselberry Harvest,Leleti Tamu,1991,,27,poem,,image/jpeg,/objects/blacklesbianauthor179.jpeg,/objects/small/blacklesbianauthor179_sm.jpeg,/objects/thumbs/blacklesbianauthor179_th.jpeg,,,,,
blacklesbianauthor180,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Making Love on Canvas,Leleti Tamu,1991,,28,poem,,image/jpeg,/objects/blacklesbianauthor180.jpeg,/objects/small/blacklesbianauthor180_sm.jpeg,/objects/thumbs/blacklesbianauthor180_th.jpeg,,,,,
blacklesbianauthor181,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Wrap Around Joy,Leleti Tamu,1991,,332,poem,,image/jpeg,/objects/blacklesbianauthor181.jpeg,/objects/small/blacklesbianauthor181_sm.jpeg,/objects/thumbs/blacklesbianauthor181_th.jpeg,,,,,
blacklesbianauthor182,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Expectations,Leleti Tamu,1991,,333,poem,,image/jpeg,/objects/blacklesbianauthor182.jpeg,/objects/small/blacklesbianauthor182_sm.jpeg,/objects/thumbs/blacklesbianauthor182_th.jpeg,,,,,
blacklesbianauthor183,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Dos Culturas / Two Cultures,Maria Cora,1991,,193,poem,,image/jpeg,/objects/blacklesbianauthor183.jpeg,/objects/small/blacklesbianauthor183_sm.jpeg,/objects/thumbs/blacklesbianauthor183_th.jpeg,,,,,
blacklesbianauthor184,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Single Embrace,Maria Cora,1991,,225,poem,,image/jpeg,/objects/blacklesbianauthor184.jpeg,/objects/small/blacklesbianauthor184_sm.jpeg,/objects/thumbs/blacklesbianauthor184_th.jpeg,,,,,
blacklesbianauthor185,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Fear,Maria Cora,1991,,227,poem,,image/jpeg,/objects/blacklesbianauthor185.jpeg,/objects/small/blacklesbianauthor185_sm.jpeg,/objects/thumbs/blacklesbianauthor185_th.jpeg,,,,,
blacklesbianauthor186,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,In the Trenches,Raymina Y. Mays,1991,,212,short story,,image/jpeg,/objects/blacklesbianauthor186.jpeg,/objects/small/blacklesbianauthor186_sm.jpeg,/objects/thumbs/blacklesbianauthor186_th.jpeg,,,,,
blacklesbianauthor187,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Driving Alone To P-Town Is No Easy Thing,S. Renee Bess,1991,,279,short story,,image/jpeg,/objects/blacklesbianauthor187.jpeg,/objects/small/blacklesbianauthor187_sm.jpeg,/objects/thumbs/blacklesbianauthor187_th.jpeg,,,,,
blacklesbianauthor188,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,The Joys and Power in Celibacy ,SDiane Bogus,1991,,355,poem,,image/jpeg,/objects/blacklesbianauthor188.jpeg,/objects/small/blacklesbianauthor188_sm.jpeg,/objects/thumbs/blacklesbianauthor188_th.jpeg,,,,,
blacklesbianauthor189,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Meditation on LOC Sisterhood,Skye Ward,1991,,105,poem,,image/jpeg,/objects/blacklesbianauthor189.jpeg,/objects/small/blacklesbianauthor189_sm.jpeg,/objects/thumbs/blacklesbianauthor189_th.jpeg,,,,,
blacklesbianauthor190,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Interview with Miss Ruth,Terri Jewell,1991,,149,interview,,image/jpeg,/objects/blacklesbianauthor190.jpeg,/objects/small/blacklesbianauthor190_sm.jpeg,/objects/thumbs/blacklesbianauthor190_th.jpeg,,,,,
blacklesbianauthor214,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Man Royals and Sodomites: Some Thoughts on the Invisibility of Afro-Carribean Leesbians,Makeda Silvera,1988,,14,essay,,image/jpeg,/objects/blacklesbianauthor214.jpeg,/objects/small/blacklesbianauthor214_sm.jpeg,/objects/thumbs/blacklesbianauthor214_th.jpeg,,,,,
blacklesbianauthor257,anthology004,Piece Of My Heart: A Lesbian of Colour Anthology,Introduction,Makeda Silvera,1991,,-8,introduction,,image/jpeg,/objects/blacklesbianauthor257.jpeg,/object/small/blacklesbianauthor257_sm.jpeg,/objects/thumbs/blacklesbianauthor257_th.jpeg,,,,,
blacklesbianauthor099,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Angelina Weld Grimké: (1880-1958),Akasha Gloria T. Hull,1987,,104,essay,,image/jpeg,/objects/blacklesbianauthor099.jpeg,/objects/small/blacklesbianauthor099_sm.jpeg,/objects/thumbs/blacklesbianauthor099_th.jpeg,,,,,
blacklesbianauthor100,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Interspecies,Alexis De Veaux,2019,,137,short story,,image/jpeg,/objects/blacklesbianauthor100.jpeg,/objects/small/blacklesbianauthor100_sm.jpeg,/objects/thumbs/blacklesbianauthor100_th.jpeg,,,,,
blacklesbianauthor101,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Mouths of Rain: Be Opened,Alexis Pauline Gumbs,2021,,-19,preface,,image/jpeg,/objects/blacklesbianauthor101.jpeg,/objects/small/blacklesbianauthor101_sm.jpeg,/objects/thumbs/blacklesbianauthor101_th.jpeg,,,,,
blacklesbianauthor102,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,her relationship to Africa lives in the part of her that is eight years,Alexis Pauline Gumbs,2018,,148,poem,,image/jpeg,/objects/blacklesbianauthor102.jpeg,/objects/small/blacklesbianauthor102_sm.jpeg,/objects/thumbs/blacklesbianauthor102_th.jpeg,,,,,
blacklesbianauthor103,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,The Shape of My Impact,Alexis Pauline Gumbs,2012,,193,essay,,image/jpeg,/objects/blacklesbianauthor103.jpeg,/objects/small/blacklesbianauthor103_sm.jpeg,/objects/thumbs/blacklesbianauthor103_th.jpeg,,,,,
blacklesbianauthor104,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Can It Be?,Alice Walker,2020,,4,poem,,image/jpeg,/objects/blacklesbianauthor105.jpeg,/objects/small/blacklesbianauthor105_sm.jpeg,/objects/thumbs/blacklesbianauthor105_th.jpeg,,,,,
blacklesbianauthor105,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,You! Inez!,Alice Ruth Moore Dunbar-Nelson,1921,,3,poem,,image/jpeg,/objects/blacklesbianauthor104.jpeg,/objects/small/blacklesbianauthor104_sm.jpeg,/objects/thumbs/blacklesbianauthor104_th.jpeg,,,,,
blacklesbianauthor106,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,A Mona Lisa,Angelina Weld Grimké,1927,,8,poem,,image/jpeg,/objects/blacklesbianauthor106.jpeg,/objects/small/blacklesbianauthor106_sm.jpeg,/objects/thumbs/blacklesbianauthor106_th.jpeg,,,,,
blacklesbianauthor107,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,"Three for the Price of One: Notes from a Gay, Black Feminist",Anita Cornwell,1983,,47,essay,,image/jpeg,/objects/blacklesbianauthor107.jpeg,/objects/small/blacklesbianauthor107_sm.jpeg,/objects/thumbs/blacklesbianauthor107_th.jpeg,,,,,
blacklesbianauthor108,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,A Meeting of the Sapphic Daughters,Ann Allen Shockley,1987,,57,short story,,image/jpeg,/objects/blacklesbianauthor108.jpeg,/objects/small/blacklesbianauthor108_sm.jpeg,/objects/thumbs/blacklesbianauthor108_th.jpeg,,,,,
blacklesbianauthor109,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Black Pearl: A poetic drama for four voices,Arisa White,2016,,150,poetic drama,,image/jpeg,/objects/blacklesbianauthor109.jpeg,/objects/small/blacklesbianauthor109_sm.jpeg,/objects/thumbs/blacklesbianauthor109_th.jpeg,,,,,
blacklesbianauthor110,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Love Poem,Audre Lorde,1975,,9,poem,,image/jpeg,/objects/blacklesbianauthor110.jpeg,/objects/small/blacklesbianauthor110_sm.jpeg,/objects/thumbs/blacklesbianauthor110_th.jpeg,,,,,
blacklesbianauthor111,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Woman,Audre Lorde,1978,,10,poem,,image/jpeg,/objects/blacklesbianauthor111.jpeg,/objects/small/blacklesbianauthor111_sm.jpeg,/objects/thumbs/blacklesbianauthor111_th.jpeg,,,,,
blacklesbianauthor112,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Uses of the Erotic: The Erotic as Power,Audre Lorde,1984,,11,essay,,image/jpeg,/objects/blacklesbianauthor112.jpeg,/objects/small/blacklesbianauthor112_sm.jpeg,/objects/thumbs/blacklesbianauthor112_th.jpeg,,,,,
blacklesbianauthor113,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,"A Ratchet Lens: Black Queer Youth, Agency, Hip Hop, and the Black Ratchet Imagination",Bettina Love,2017,,226,essay,,image/jpeg,/objects/blacklesbianauthor113.jpeg,/objects/small/blacklesbianauthor113_sm.jpeg,/objects/thumbs/blacklesbianauthor113_th.jpeg,,,,,
blacklesbianauthor114,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,"Introduction: No Hand, No Gaze",Briona Simone Jones,2021,,-25,introduction,,image/jpeg,/objects/blacklesbianauthor114.jpeg,/objects/small/blacklesbianauthor114_sm.jpeg,/objects/thumbs/blacklesbianauthor114_th.jpeg,,,,,
blacklesbianauthor115,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Deviance as Resistance: A New Research Agenda for the Study of Black Politics,Cathy J. Cohen,2004,,249,essay,,image/jpeg,/objects/blacklesbianauthor115.jpeg,/objects/small/blacklesbianauthor115_sm.jpeg,/objects/thumbs/blacklesbianauthor115_th.jpeg,,,,,
blacklesbianauthor116,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Part V: Radical Futurities,Charlene A. Carruthers,2018,,191,section preface,,image/jpeg,/objects/blacklesbianauthor116.jpeg,/objects/small/blacklesbianauthor116_sm.jpeg,/objects/thumbs/blacklesbianauthor116_th.jpeg,,,,,
blacklesbianauthor117,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,How to Make Art,Cheryl Boyce-Taylor,2020,,167,poem,,image/jpeg,/objects/blacklesbianauthor117.jpeg,/objects/small/blacklesbianauthor117_sm.jpeg,/objects/thumbs/blacklesbianauthor117_th.jpeg,,,,,
blacklesbianauthor118,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Foreword: We Won't Stop ,Cheryl Clarke,2021,,-15,foreword,,image/jpeg,/objects/blacklesbianauthor118.jpeg,/objects/small/blacklesbianauthor118_sm.jpeg,/objects/thumbs/blacklesbianauthor118_th.jpeg,,,,,
blacklesbianauthor119,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Kittatinny,Cheryl Clarke,2014,,18,poem,,image/jpeg,/objects/blacklesbianauthor119.jpeg,/objects/small/blacklesbianauthor119_sm.jpeg,/objects/thumbs/blacklesbianauthor119_th.jpeg,,,,,
blacklesbianauthor120,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,"To be an orphan inside of ""blackness""",Dawn Lundy Martin,2017,,66,poem,,image/jpeg,/objects/blacklesbianauthor120.jpeg,/objects/small/blacklesbianauthor120_sm.jpeg,/objects/thumbs/blacklesbianauthor120_th.jpeg,,,,,
blacklesbianauthor121,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,poem from _No Language Is Neutral_,Dionne Brand,1990,,103,poem,,image/jpeg,/objects/blacklesbianauthor121.jpeg,/objects/small/blacklesbianauthor121_sm.jpeg,/objects/thumbs/blacklesbianauthor121_th.jpeg,,,,,
blacklesbianauthor122,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Erzulie-Oshun (Georgia Style),doris diosa davenport,1991,,168,poem,,image/jpeg,/objects/blacklesbianauthor122.jpeg,/objects/small/blacklesbianauthor122_sm.jpeg,/objects/thumbs/blacklesbianauthor122_th.jpeg,,,,,
blacklesbianauthor123,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Never Mind the Misery/Where's the Magic?,doris diosa davenport,1981,,280,essay,,image/jpeg,/objects/blacklesbianauthor123.jpeg,/objects/small/blacklesbianauthor123_sm.jpeg,/objects/thumbs/blacklesbianauthor123_th.jpeg,,,,,
blacklesbianauthor124,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Black Butch Woman,Janae Johnson,2020,,116,poem,,image/jpeg,/objects/blacklesbianauthor124.jpeg,/objects/small/blacklesbianauthor124_sm.jpeg,/objects/thumbs/blacklesbianauthor124_th.jpeg,,,,,
blacklesbianauthor125,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Curtain 1983,Jewelle Gomez,2020,,118,short story,,image/jpeg,/objects/blacklesbianauthor125.jpeg,/objects/small/blacklesbianauthor125_sm.jpeg,/objects/thumbs/blacklesbianauthor125_th.jpeg,,,,,
blacklesbianauthor126,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,"aubade, in pieces, for my ex-lovers",JP Howard,2020,,115,poem,,image/jpeg,/objects/blacklesbianauthor126.jpeg,/objects/small/blacklesbianauthor126_sm.jpeg,/objects/thumbs/blacklesbianauthor126_th.jpeg,,,,,
blacklesbianauthor127,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Ain't I a Woman?,Kai Davis,2019,,67,poem,,image/jpeg,/objects/blacklesbianauthor127.jpeg,/objects/small/blacklesbianauthor127_sm.jpeg,/objects/thumbs/blacklesbianauthor127_th.jpeg,,,,,
blacklesbianauthor128,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,"Not Feminine as in Straight, but Femme as in Queer #AF: The Queer & Black Roots of My Femme Expression/Experience",Kaila Story,2020,,69,essay,,image/jpeg,/objects/blacklesbianauthor128.jpeg,/objects/small/blacklesbianauthor128_sm.jpeg,/objects/thumbs/blacklesbianauthor128_th.jpeg,,,,,
blacklesbianauthor129,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,At Another Crossroads,Kate Rushin,2020,,286,note,,image/jpeg,/objects/blacklesbianauthor129.jpeg,/objects/small/blacklesbianauthor129_sm.jpeg,/objects/thumbs/blacklesbianauthor129_th.jpeg,,,,,
blacklesbianauthor130,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,B.D. Woman's Blues,Lucille Bogan,2021,,19,poem,,image/jpeg,/objects/blacklesbianauthor130.jpeg,/objects/small/blacklesbianauthor130_sm.jpeg,/objects/thumbs/blacklesbianauthor130_th.jpeg,,,,,
blacklesbianauthor131,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Part IV: The Sacred,M. Jacqui Alexander,2021,,135,section preface,,image/jpeg,/objects/blacklesbianauthor131.jpeg,/objects/small/blacklesbianauthor131_sm.jpeg,/objects/thumbs/blacklesbianauthor131_th.jpeg,,,,,
blacklesbianauthor132,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Wolfpack,Mecca Jamilah Sullivan,2015,,76,short story,,image/jpeg,/objects/blacklesbianauthor132.jpeg,/objects/small/blacklesbianauthor132_sm.jpeg,/objects/thumbs/blacklesbianauthor132_th.jpeg,,,,,
blacklesbianauthor133,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Notes on Speechlessness,Michelle Cliff,2020,,121,essay,,image/jpeg,/objects/blacklesbianauthor133.jpeg,/objects/small/blacklesbianauthor133_sm.jpeg,/objects/thumbs/blacklesbianauthor133_th.jpeg,,,,,
blacklesbianauthor134,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Finer with Time,Michelle Parkerson,2020,,20,short story,,image/jpeg,/objects/blacklesbianauthor134.jpeg,/objects/small/blacklesbianauthor134_sm.jpeg,/objects/thumbs/blacklesbianauthor134_th.jpeg,,,,,
blacklesbianauthor135,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Jambula Tree,Monica Arac de Nyeko,2008,,22,short story,,image/jpeg,/objects/blacklesbianauthor135.jpeg,/objects/small/blacklesbianauthor135_sm.jpeg,/objects/thumbs/blacklesbianauthor135_th.jpeg,,,,,
blacklesbianauthor136,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Living -Single-,Moya Bailey,2011,,127,essay,,image/jpeg,/objects/blacklesbianauthor136.jpeg,/objects/small/blacklesbianauthor136_sm.jpeg,/objects/thumbs/blacklesbianauthor136_th.jpeg,,,,,
blacklesbianauthor137,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Part IV: The Sacred,Omotara James,2021,,136,section preface,,image/jpeg,/objects/blacklesbianauthor137.jpeg,/objects/small/blacklesbianauthor137_sm.jpeg,/objects/thumbs/blacklesbianauthor137_th.jpeg,,,,,
blacklesbianauthor138,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,We Are Here,Pamela Sneed,2019,,91,poem,,image/jpeg,/objects/blacklesbianauthor138.jpeg,/objects/small/blacklesbianauthor138_sm.jpeg,/objects/thumbs/blacklesbianauthor138_th.jpeg,,,,,
blacklesbianauthor139,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Metamorphosis,Pat Parker,1978,,35,poem,,image/jpeg,/objects/blacklesbianauthor139.jpeg,/objects/small/blacklesbianauthor139_sm.jpeg,/objects/thumbs/blacklesbianauthor139_th.jpeg,,,,,
blacklesbianauthor140,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,My Lover Is a Woman,Pat Parker,1978,,36,poem,,image/jpeg,/objects/blacklesbianauthor140.jpeg,/objects/small/blacklesbianauthor140_sm.jpeg,/objects/thumbs/blacklesbianauthor140_th.jpeg,,,,,
